C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_56_553.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_56_553.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_56_553.jpg, 0, 0, 0, 1.889167
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_56_707.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_56_707.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_56_707.jpg, 0, 0, 0, 1.858934
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_56_821.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_56_821.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_56_821.jpg, 0, 0, 0, 1.836577
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_56_966.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_56_966.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_56_966.jpg, 0, 0, 0, 1.810833
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_080.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_080.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_080.jpg, 0, 0, 0, 1.789054
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_229.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_229.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_229.jpg, 0, 0, 0, 1.763976
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_347.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_347.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_347.jpg, 0, 0, 0, 1.742761
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_491.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_491.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_491.jpg, 0, 0, 0, 1.718334
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_606.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_606.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_606.jpg, 0, 0, 0, 1.697668
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_763.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_763.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_763.jpg, 0, 0, 0, 1.670501
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_57_878.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_57_878.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_57_878.jpg, 0, 0, 0, 1.65041
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_58_021.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_58_021.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_58_021.jpg, 0, 0, 0, 1.627278
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_58_122.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_58_122.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_58_122.jpg, 0, 0, 0, 1.610953
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_58_251.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_58_251.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_58_251.jpg, 0, 0, 0, 1.591579
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_58_368.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_58_368.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_58_368.jpg, 0, 0, 0, 1.572439
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_58_515.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_58_515.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_58_515.jpg, 0, 0, 0, 1.547275
C:\Users\seraj\Desktop\simulator-windows-64\IMG\center_2019_02_23_20_23_58_628.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\left_2019_02_23_20_23_58_628.jpg, C:\Users\seraj\Desktop\simulator-windows-64\IMG\right_2019_02_23_20_23_58_628.jpg, 0, 0, 0, 1.531753
